,Price,Carat-Size,Color_E,Color_F,Color_G,Color_H,Color_I,Color_J,Color_K,Clarity_SI1,Clarity_SI2,Clarity_VS1,Clarity_VS2,Clarity_VVS1,Clarity_VVS2,Cut_Good,Cut_Ideal,Cut_Very Good
298,1240,0.012676152327453134,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
299,1240,0.01039028879299437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
300,1269,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
301,1269,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
302,1270,0.009351259913694936,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
303,1270,0.009351259913694936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
304,1270,0.009351259913694936,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
305,1270,0.009351259913694936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
306,1270,0.006857590603376286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,1270,0.007896619482675723,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
308,1270,0.007896619482675723,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,1270,0.007688813706815834,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
310,1270,0.00955906568955482,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
311,1270,0.00810442525853561,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
312,1271,0.014754210086052006,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
313,1271,0.010805900344714145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
314,1271,0.01205273499987347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
315,1271,0.01205273499987347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
316,1272,0.011013706120574037,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317,1272,0.00727320215509606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1272,0.007688813706815834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1272,0.008520036810255384,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
320,1273,0.01059809456885426,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
321,1273,0.01059809456885426,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
322,1273,0.00810442525853561,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,1273,0.009766871465414708,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
324,1273,0.011637123448153696,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
325,1302,0.01059809456885426,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
326,1302,0.012468346551593243,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
327,1303,0.014962015861911896,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
328,1303,0.010805900344714145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
329,1303,0.01039028879299437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
330,1303,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1303,0.01039028879299437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,1303,0.008727842586115272,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,1304,0.00810442525853561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,1304,0.012676152327453134,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
335,1304,0.012676152327453134,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
336,1304,0.01205273499987347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
337,1304,0.008935648361975159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,1304,0.008935648361975159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
339,1304,0.008935648361975159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
340,1304,0.008935648361975159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
341,1304,0.01039028879299437,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
342,1304,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
343,1304,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1304,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,1304,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
346,1304,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
347,1304,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
348,1304,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
349,1305,0.01039028879299437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
350,1334,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
351,1334,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
352,1334,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,1334,0.01039028879299437,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
354,1334,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
355,1334,0.009766871465414708,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
356,1334,0.009143454137835048,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
357,1334,0.01039028879299437,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
358,1335,0.00810442525853561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359,1335,0.010182483017134484,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360,1335,0.011013706120574037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
361,1335,0.012468346551593243,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
362,1335,0.012468346551593243,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
363,1336,0.009766871465414708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,1336,0.011221511896433922,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
365,1336,0.01454640431019212,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
366,1336,0.011221511896433922,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
367,1336,0.008935648361975159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
368,1336,0.008935648361975159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
369,1336,0.014754210086052006,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
370,1336,0.013299569655032796,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
371,1336,0.011637123448153696,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
372,1336,0.011637123448153696,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
373,1336,0.011637123448153696,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
374,1336,0.01039028879299437,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375,1366,0.01039028879299437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
376,1367,0.012468346551593243,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
377,1367,0.007896619482675723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
378,1367,0.01039028879299437,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
379,1367,0.008520036810255384,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
380,1367,0.011013706120574037,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
381,1367,0.008727842586115272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1367,0.008727842586115272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1368,0.008935648361975159,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
384,1368,0.012676152327453134,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
385,1368,0.008312231034395498,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
386,1368,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
387,1368,0.012468346551593243,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
388,1368,0.012468346551593243,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
389,1368,0.012468346551593243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
390,1368,0.012468346551593243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
391,1368,0.012468346551593243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
392,1368,0.012468346551593243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
393,1368,0.009351259913694936,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
394,1368,0.01059809456885426,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
395,1368,0.01039028879299437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
396,1368,0.01039028879299437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
397,1369,0.01059809456885426,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
398,1369,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,1369,0.009143454137835048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1400,0.009766871465414708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
401,1400,0.011221511896433922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
402,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
403,1400,0.01454640431019212,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
404,1400,0.011221511896433922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
405,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
406,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
407,1400,0.01454640431019212,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
408,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
409,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
410,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
411,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
412,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
413,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
414,1400,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
415,1400,0.01454640431019212,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
416,1400,0.008727842586115272,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,1400,0.008727842586115272,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
418,1401,0.01454640431019212,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
419,1401,0.012468346551593243,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
420,1401,0.008727842586115272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
421,1401,0.007896619482675723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,1401,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,1402,0.008727842586115272,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
424,1402,0.011013706120574037,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
425,1434,0.015169821637771782,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
426,1434,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1434,0.009974677241274595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,1434,0.008935648361975159,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
429,1434,0.008935648361975159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,1434,0.01039028879299437,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
431,1434,0.01039028879299437,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
432,1434,0.01039028879299437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
433,1435,0.008520036810255384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,1435,0.008935648361975159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
435,1435,0.01205273499987347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
436,1435,0.01205273499987347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437,1435,0.01205273499987347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
438,1435,0.013299569655032796,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
439,1436,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
440,1436,0.015169821637771782,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
441,1436,0.015169821637771782,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
442,1436,0.01454640431019212,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
443,1436,0.009351259913694936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444,1436,0.01059809456885426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
445,1436,0.01454640431019212,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
446,1436,0.014962015861911896,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
447,1436,0.01039028879299437,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
448,1436,0.014962015861911896,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
449,1436,0.014962015861911896,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
450,1471,0.01205273499987347,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
451,1471,0.008935648361975159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
452,1471,0.014962015861911896,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
453,1472,0.01039028879299437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
454,1472,0.01039028879299437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
455,1472,0.01039028879299437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
456,1472,0.010805900344714145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457,1472,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
458,1472,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
459,1472,0.01039028879299437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
460,1472,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1472,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,1472,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1473,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464,1473,0.008935648361975159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,1473,0.009143454137835048,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466,1473,0.014962015861911896,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
467,1473,0.014754210086052006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
468,1473,0.01059809456885426,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
469,1473,0.015169821637771782,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
470,1473,0.015377627413631668,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
471,1474,0.010805900344714145,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
472,1475,0.008727842586115272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
473,1475,0.008727842586115272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,1475,0.008727842586115272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
475,1507,0.012468346551593243,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
476,1507,0.015585433189491557,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
477,1507,0.008727842586115272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,1508,0.01039028879299437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
479,1508,0.01039028879299437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
480,1508,0.01039028879299437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
481,1508,0.01039028879299437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
482,1508,0.011637123448153696,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
483,1508,0.01039028879299437,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
484,1508,0.01039028879299437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
485,1508,0.010805900344714145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
486,1508,0.01039028879299437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
487,1508,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
488,1508,0.011221511896433922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
489,1508,0.01454640431019212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
490,1508,0.013091763879172907,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
491,1508,0.01454640431019212,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
492,1508,0.011221511896433922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
493,1508,0.009351259913694936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
494,1508,0.011221511896433922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
495,1508,0.011221511896433922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
496,1508,0.009351259913694936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497,1508,0.01454640431019212,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
498,1508,0.011221511896433922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
499,1508,0.01454640431019212,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
500,1553,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
501,1553,0.008727842586115272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
502,1553,0.008727842586115272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,1553,0.01039028879299437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
504,1553,0.015585433189491557,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
505,1554,0.008935648361975159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,1554,0.01059809456885426,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
507,1554,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
508,1554,0.01454640431019212,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
509,1554,0.01454640431019212,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
510,1555,0.014754210086052006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
511,1555,0.014754210086052006,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
512,1555,0.015169821637771782,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
513,1555,0.013507375430892685,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
514,1555,0.011429317672293807,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
515,1556,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
516,1556,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
517,1556,0.01039028879299437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
518,1556,0.01039028879299437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
519,1556,0.01039028879299437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
520,1556,0.012468346551593243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
521,1556,0.013507375430892685,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
522,1556,0.010805900344714145,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
523,1556,0.01039028879299437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
524,1556,0.010805900344714145,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
525,1591,0.012260540775733358,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
526,1591,0.012260540775733358,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
527,1591,0.011429317672293807,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
528,1591,0.01288395810331302,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
529,1592,0.011637123448153696,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
530,1592,0.014754210086052006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
531,1592,0.01454640431019212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
532,1592,0.01454640431019212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
533,1592,0.011844929224013584,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
534,1592,0.011844929224013584,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
535,1592,0.011844929224013584,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
536,1592,0.011844929224013584,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
537,1592,0.011844929224013584,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
538,1592,0.011013706120574037,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
539,1592,0.01059809456885426,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
540,1593,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
541,1593,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
542,1594,0.01454640431019212,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
543,1594,0.01039028879299437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
544,1594,0.009974677241274595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
545,1594,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
546,1594,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
547,1594,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
548,1594,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
549,1594,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
550,1626,0.01288395810331302,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
551,1626,0.011221511896433922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
552,1627,0.01454640431019212,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
553,1627,0.014962015861911896,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
554,1627,0.016624462068790997,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
555,1627,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
556,1627,0.01039028879299437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
557,1628,0.01039028879299437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
558,1628,0.01059809456885426,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
559,1628,0.01059809456885426,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
560,1628,0.01039028879299437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
561,1628,0.009766871465414708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,1629,0.014754210086052006,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
563,1629,0.010805900344714145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564,1629,0.010805900344714145,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
565,1629,0.010805900344714145,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
566,1629,0.010805900344714145,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
567,1629,0.01288395810331302,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
568,1629,0.01288395810331302,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
569,1629,0.011637123448153696,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
570,1630,0.013299569655032796,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
571,1630,0.01454640431019212,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
572,1630,0.013091763879172907,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
573,1630,0.01454640431019212,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
574,1630,0.01039028879299437,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
575,1668,0.011844929224013584,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
576,1668,0.007896619482675723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1668,0.00955906568955482,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
578,1670,0.014962015861911896,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
579,1670,0.014962015861911896,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
580,1670,0.012676152327453134,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
581,1670,0.01620885051707122,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
582,1670,0.011637123448153696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
583,1670,0.011429317672293807,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
584,1671,0.01039028879299437,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
585,1671,0.01039028879299437,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
586,1671,0.01454640431019212,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
587,1671,0.013715181206752572,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
588,1671,0.01454640431019212,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
589,1671,0.01454640431019212,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
590,1672,0.014962015861911896,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
591,1672,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
592,1672,0.01454640431019212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
593,1672,0.01454640431019212,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
594,1672,0.01454640431019212,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
595,1672,0.01288395810331302,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
596,1673,0.011637123448153696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,1673,0.008520036810255384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,1673,0.010805900344714145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
